Koštunica izbacio iz DSS visoke fukcionere svoje stranke,jer zamislite tražili su demokrartizaciju stranke i drugačiji medijski pristup;Grrr	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
@MajkaSultanija A lupila sam ovo sad, haha. I da je odake šta ima da ga je sramota koju pičku materinu. Evo mene u selu pa ponosno kažem	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
Zakon o radu ne __rešava__ problem neisplaćivanja zarada http://t.co/EaoagttP2Y	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Tezak je zivot nas no lifera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
@nihadtule Imam __druga__ konvertita. On se napr. izjasnio kao srbin islamske vjeroispovijesti. Misliš li da je trebao __druga__čije?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	drug	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
@TDjindjic @kkcrvenazvezda ipak je ovo neobicna sezona za sezonske. Hibridna. Nadam se sl sezona u Areni pa ce sve __biti__ __mnogo__ bolje.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mnogo	NA	NA	NA	NA	inf-i	NA	NA	NA	NA	NA	NA	0.2	latin
mornin' ;-) (@ Zamet Penthouse in Rijeka) https://t.co/2C0oRf4E5y	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Dve vrste kafanskih smaraca postoje:najteza,koja tokom __cele__ veceri pita kad cemo kuci,__druga__ malo blaza,__sa pitanjem__ kad ce neka brza __pesma__.	NA	e	NA	NA	NA	NA	NA	NA	sa-dev	NA	NA	NA	NA	NA	NA	NA	NA	drug	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Just posted a photo http://t.co/xEWZ0xmJRi	automatic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Vjetar se ne moze __vezati__	NA	je	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inf-i	NA	NA	NA	NA	NA	NA	0.5	latin
Hajde da odaberem neki petak, odemo __gde__ ima najvise ljudi, izvadimo kalasnjikov i sve ih ubijemo	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
Nožni palac je specijalna naprava za nalaženje __nameštaja__ u mraku	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
RT @LikIzCrtanog: Jebeš, jebeš pa odjebeš. Tako ti je to. Život.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Da li ti je nakad poruka slomila srce? Da i meni je.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	dali	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
Grad svih godišnjih doba. ❤️ #Amsterdam #seasons #winter #sunny #BeursVanBerlage #AmsterdamSchool… https://t.co/pBY0fR24hO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Pravac Varšava!	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
it's all about rock and roll 🎸 @ KBC "Dr Dragiša Mišović - Dedinje" https://t.co/8yy7IsmpSf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
@85naopaka __ko__ je objavio	NA	NA	NA	NA	NA	NA	NA	NA	NA	ko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
@MatijaKocic1 hahaha jedi govna naravno da ne :D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
Slušam Rastu u 5 ujutru, opušteno __ko__ babina sisa. And she really gonna turn me on yeah	en tweet	NA	NA	NA	NA	NA	NA	NA	NA	ko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
🐶🐕 (@ Savana in Beograd) https://t.co/D0IfZGIyvx	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
http://t.co/9mc89UKf9E	website	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
@brkajlija razboli se.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
*samasebibacasmorenipogled*	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Kol'ka je! @ Cathédrale de Strasbourg http://t.co/WeqbN26gj1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Plakyy http://t.co/zzPy7GfXA3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
@Milinkovic_11 pa dobro,tvoja supa je van konkurencije..ona se takmici __sa tadzmahalom__..ahhahhah	NA	NA	NA	NA	NA	NA	NA	NA	sa-dev	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
A simply beautiful street #cat in #dubai. #cats #catlovers #animals @ Dubai, United Arab Emirates https://t.co/QP8tE77OFb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Jos i ti si mi falila da mi dodjes -.-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
@ninjaoutreach Bring it on!	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Ti ljudi od kojih smo se otuđili koji su postali stranci. Šteta čoveče šteta.	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Šta bi se desilo kad bih i ja zapalila cigaru zajedno __sa njom__?	NA	NA	NA	NA	NA	NA	NA	NA	sa-dev	NA	sta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
RT @ClanicaHarema: Vrhunac svega je __sto__ danas idem ranije u skolu da bih zauzela dobru klupu, __sta__ __reci__, a ne __zaplakati__	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	both	NA	NA	NA	NA	NA	NA	NA	NA	inf-i	NA	da	NA	NA	NA	NA	0.29	latin
Moja sestra umocila kosu u kecap evo lize je vec dva sata ok neko je previse gledao vampire diaries	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
RT @Lijerko: @zapunjara Hahahaha! ZAPI &lt;3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
I'm at Park Kod Medicinske (Novi Sad) http://t.co/DCvV8l9HWA	automatic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
PICKE SU ONI STO SU SE GUDRI ODALI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sto	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Po svakom "laznom" glasackom listicu koji cu __staviti__ u kutiju __trazicu__ 100€ nisam ni ja jeftin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inf-i	synt-future	NA	NA	NA	NA	NA	0.5	latin
I work out :) (@ Worldclass fitness center w/ 3 others) http://t.co/xOIqy0j28X	en tweet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
RT @MilosAJovanovic: Trebaju mi __dve__ karte za koncert Miligrama u Areni, da ih spalim.	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
15 mina __sedenja__ luksuz	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Mrzim kad serija zavrsi se kad je najbolje...	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Evo biraju miss BiH na FTV.	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Ok Band - Jos ovu noc OFFICIAL VIDEO HD 2013: http://t.co/j9DQTG6KNK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
@moderni_com @DEXemotivac_ a de Vasa ?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
@IgorMilic7 kad ce slike :)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
ali kad mi neko kaže " budi iskrena neću __da__ se naljutim " ok ruzan si i smaras me, šta ćemo sad?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	da-pres	NA	NA	NA	0.0	latin
👌 http://t.co/YyNEsszmsZ	website	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
I'm at kod poste (Bihac) http://t.co/oc0ehlc5eT	automatic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Tuga čemer jad, rekoh ja dvojka je nemoguća misija @M_R_G_U_D http://t.co/l33bFsrgBC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
imam kolegicu koja stalno postuje neke slike kolaca, cokolada i potajno je mrzim zbog toga	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
konacno skinuo Monument Valley. bas je super :) http://t.co/ZkdjsWjZ5a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Je li realno da svaki 3. dan struje u centru nema?! 21. __vijek__, glavni grad Crne Gore.	NA	je	NA	NA	NA	NA	NA	NA	NA	NA	NA	jeli	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
Najvise mrzim kad mi se neko ubaci i smara me nebitnim stvarima,a ja ne znam __sta__ cu od nervozeee	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
RT @little_liarrr: Ako te moja najbolja __drugarica__ ne podnosi jedino logicno jeste to da te ni ja ne podnosim	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	drug	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
RT @NicijaDevojka: da on mi je __drug__ ali mi se ujedno i svidja, malo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	drug	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
RT @anntifa_kucka: pola majka pola SAD ZA RASPUST DA NAUCIS SVE STO SI PROPUSTILA U PRVOM POLUGODJU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sto	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
@iivanpavlovic 'ladan ovaj Bec!	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
"I Got my eyes in you, you everything that I see" @StasaVN	en tweet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
@Zorana_Arunovic znaci zivote!	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Sunce naseg grada,da nam __vjecno__ sjaaa	NA	je	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
RT @SlavicaKaric58: Za svakog postoji neko, sve u svoje __vreme__. 🍀	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
https://t.co/F771PVnMYb The Chamber#LENNY KRAVITZ	en tweet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
@ancica Ja se drzim da dva psa nazovem James &amp; Bond	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
Slavimo ivasimovic rođ 🎉 sa zakašnjenjem...#beautybloggers #coffeetime @ Dolce By Tintolino Family https://t.co/p11DckDdWm	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
svi __treba da__ budete hipsterske filmske mušice i tako su načosi ružni u sinepleksima #filmskamušica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	treba-da	NA	NA	da	NA	NA	NA	NA	0.0	latin
RT @ajdpali: JEDNA ČEKAM UTISAK! http://t.co/bFjORqN34z	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
@bobspop17 on njoj vjeruje, ojjj	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
RT @Preduhitrivach: imao sam strasnu ideju za masku ali niko nije hteo __da__ se maskiramo u sestre kovac i __da__ se pobijemo na ulazu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	da-pres	NA	NA	NA	0.0	latin
I'm at Novigrad in Novigrad, Istria w/ @zagi988 https://t.co/xECwjH9VIB	automatic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
RT @ADAMOVO_REBRO: Nemože, nebi, nesme, samnom Šteta, tako __lep__ dečko.	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Ne mogu da pronađem ime filma čiji sam početak pogledao na TV-u. #tugica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
Stara a dobra😜 http://t.co/BmZOvFf52M	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
#Chill (@ Vrdila) https://t.co/QLcZSAHxEr http://t.co/aaUcPSfLdY	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Ne otvarajte frizider!Iskocice supruga Dragica @micin_taja @homerhsimpson @stankoholcer @pera_vampir @krvopija @celava_ti_mama @MikiSedmi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	synt-future	NA	NA	NA	NA	NA	0.5	latin
RT @Rade_Mrdak: NIKAD NISAM ZNAO SA DJECOM,NEKOM SIROČETU IZ DOMA KUPIO PORODIČNI SLADOLJED,ONO SE RASPLAKA I BACI GA JA REKO JEL TO TAKO I…	NA	both	NA	NA	NA	NA	NA	NA	sa-dev	NA	NA	jeli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Zaspaću oko sedam,vidim ja	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	synt-future	NA	NA	NA	NA	NA	0.33	latin
@makopopic Normalno!	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
RT @DusanORLDusan: @Borrsky dobro jutro Sinisa, pozdrav ekipi @zubarica @gordanacom @Sallence69 @milosdjajic @_Akademac_ @borisradosevic @…	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
RT @BrankoBranislav: I believe!!!	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Taksisti su najpametniji ljudi na svetu u stvari	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
booty game too strong and i'm just too weak for it	en tweet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
RT @marija_matkovic: Kad izlazim iz prodavnice a ne kupim nista, imam trip da misle da sam nesto ukrala	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
I'm at OMV (Lapovo, Central Serbia) http://t.co/t3EMIqgwuY	automatic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Budžetsko poslovanje i odluke za fiskalnu 2016. godinu-centralne teme redovne __sednice__ __lokalnog__ parlamenta. https://t.co/l6LaA5UQJP #Negotin	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	og	NA	NA	0.0	latin
E tako! http://t.co/RObZOjgiEG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
http://t.co/1P2Z8CGUmg	website	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Picke grobarske vidite __sta__ vas ceka. PAKAO SA SEVERA	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	sta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Jeduuu mi se šnenokle :D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
Ostrasceni i podivljali cetnici neka se sami otprate. Hvala na __razumevanju__.	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Kako cu sad da spavam	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
@S_Ashe_R_B NIKADA VIŠE! PU! STOKO!!!!	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
@darknes__ šta je namygg?! Molim objašnjenje	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Velika izlaznost u opštini Kičevo - do 13h glasalo više od pola upisanih birača (54,8%)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
I da LG G3 je pao idemooo :)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
Kaj, sad tu selimo? ;) RT @PojeMario: Štimac ima pojma o nogometu __ko__ Seth Rogan o komediji.	NA	NA	NA	NA	NA	NA	NA	NA	NA	ko	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Kako to misliš ljudi spavaju svako __veče__? Zar ne spavaju svi samo svaki drugi dan?	NA	NA	NA	NA	r-drop	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
Doslo __vreme__ da ja kazem NE MOGU VISE DA SE PECEN NA SUNCU	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	da	NA	NA	NA	NA	0.0	latin
meni do jaja ova nova Bijonsarina __pesma__	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
U normalnim državama u krugu bolnica je "tiha zona" -ni sirenu na kolima ne smeš da koristiš, a u Novom Sadu prave akva-park na 500m od UC !	NA	e	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	inf-i-drop	NA	da	NA	NA	NA	NA	0.0	latin
Jesen u meni - Parni Valjak: http://t.co/J8FpaGQ2zJ via @YouTube	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	latin
@MilaCurcic Odnervirala sam se :)))	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	latin
